timestamp,volume,trades,price
1578169800000,1950126.65826798,3085,7338.13
1578170700000,2387087.05993129,3220,7341.06
1578171600000,1369214.91436058,2335,7344.96
1578172500000,1193046.32913316,1957,7350.22
1578173400000,2545339.50488024,3872,7354.37
1578174300000,1281148.45121179,2355,7350.68
1578175200000,931133.68901533,1748,7346.2
1578176100000,902910.29136927,2048,7344.2
1578177000000,828614.38561398,1652,7356.06
1578177900000,828080.68750068,1784,7350.24
1578178800000,726808.05475866,1635,7348.72
1578179700000,1122337.84330436,2141,7335.9
1578180600000,850210.55673306,1581,7349.27
1578181500000,1186137.74326451,2004,7354.11
1578182400000,2969194.07498552,4409,7372.0
1578183300000,3440995.85101922,3621,7380.73
1578184200000,2323348.0981086,3086,7373.18
1578185100000,1829806.54708484,2921,7373.48
1578186000000,6228138.88687979,5483,7393.93
1578186900000,21130176.34758603,17248,7460.6
1578187800000,11218895.0939909,10839,7452.88
1578188700000,9012182.15449977,7972,7459.18
1578189600000,6236657.88299832,6850,7449.53
1578190500000,4091462.54645881,4443,7448.93
1578191400000,2332903.33550146,2497,7456.54
1578192300000,2532138.92187516,2503,7443.79
1578193200000,3118451.48482866,3120,7447.47
1578194100000,1765085.14921791,2023,7452.46
1578195000000,1894989.2166486,2450,7466.24
1578195900000,4009934.86339858,3149,7475.99
1578196800000,7610204.80006946,5900,7466.43
1578197700000,2735356.68108586,3170,7455.25
1578198600000,1869454.08571932,2227,7452.79
1578199500000,1676204.21156318,2435,7457.14
1578200400000,1311215.12354152,2331,7457.32
1578201300000,1616158.40376088,2072,7453.42
1578202200000,1478718.03131773,1679,7459.92
1578203100000,2696367.47331113,2930,7459.12
1578204000000,2638706.2037357,2618,7471.84
1578204900000,2653158.51833752,2722,7455.5
1578205800000,1696200.95017097,2194,7449.03
1578206700000,1710718.51937048,2129,7457.5
1578207600000,2018003.11523877,2353,7453.99
1578208500000,1549889.59225601,2085,7445.94
1578209400000,1470122.85141747,1891,7459.97
1578210300000,1582606.49366746,2296,7463.63
1578211200000,1843534.19689243,3005,7454.37
1578212100000,1465002.79198265,2001,7451.06
1578213000000,1749629.08572787,2495,7447.29
